Move,Type,Cat.,Pwr.,Acc.,PP,S. Contest,Appeal,Pokemon Name,level
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Mantine,37
Bounce,Flying,Physical,85,85%,5,Cute,1 ♥,Mantine,40
Aqua Ring,Water,Status,—,—%,20,Beauty,0,Mantine,46
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Mantine,49
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Skarmory,1
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Skarmory,1
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Skarmory,7
Swift,Normal,Special,60,—%,20,Cool,2 ♥♥,Skarmory,11
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Skarmory,14
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Skarmory,20
Feint,Normal,Physical,50,100%,10,Beauty,0,Skarmory,20
Air Cutter,Flying,Special,55,95%,25,Cool,3 ♥♥♥,Skarmory,24
Spikes,Ground,Status,—,—%,20,Smart,2 ♥♥,Skarmory,28
Metal Sound,Steel,Status,—,85%,40,Smart,2 ♥♥,Skarmory,33
Steel Wing,Steel,Physical,70,90%,25,Cool,3 ♥♥♥,Skarmory,38
Air Slash,Flying,Special,75,95%,20,Cool,2 ♥♥,Skarmory,40
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Skarmory,46
Night Slash,Dark,Physical,70,100%,15,Beauty,3 ♥♥♥,Skarmory,50
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Doduo,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Doduo,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Doduo,5
Rage,Normal,Physical,20,100%,20,Cool,0,Doduo,10
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Doduo,14
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Doduo,19
Uproar,Normal,Special,50,100%,10,Cute,2 ♥♥,Doduo,23
Acupressure,Normal,Status,—,—%,30,Cool,0,Doduo,28
Double Hit,Normal,Physical,35,90%,10,Smart,2 ♥♥,Doduo,32
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Doduo,37
Drill Peck,Flying,Physical,80,100%,20,Cool,3 ♥♥♥,Doduo,41
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Doduo,46
Pluck,Flying,Physical,60,100%,20,Cute,0,Dodrio,1
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Dodrio,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Dodrio,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Dodrio,1
Rage,Normal,Physical,20,100%,20,Cool,0,Dodrio,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Dodrio,5
Rage,Normal,Physical,20,100%,20,Cool,0,Dodrio,10
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Dodrio,14
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Dodrio,19
Uproar,Normal,Special,50,100%,10,Cute,2 ♥♥,Dodrio,23
Acupressure,Normal,Status,—,—%,30,Cool,0,Dodrio,28
Tri Attack,Normal,Special,80,100%,10,Beauty,3 ♥♥♥,Dodrio,34
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Dodrio,41
Drill Peck,Flying,Physical,80,100%,20,Cool,3 ♥♥♥,Dodrio,47
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Dodrio,54
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Ponyta,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Ponyta,7
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Ponyta,10
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Ponyta,16
Flame Wheel,Fire,Physical,60,100%,25,Beauty,2 ♥♥,Ponyta,15
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Ponyta,19
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Ponyta,25
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Ponyta,28
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Ponyta,34
Fire Blast,Fire,Special,120,85%,5,Beauty,2 ♥♥,Ponyta,38
Bounce,Flying,Physical,85,85%,5,Cute,1 ♥,Ponyta,44
Flare Blitz,Fire,Physical,120,100%,15,Smart,2 ♥♥,Ponyta,48
Megahorn,Bug,Physical,120,85%,10,Cool,2 ♥♥,Rapidash,1
Poison Jab,Poison,Physical,80,100%,20,Smart,2 ♥♥,Rapidash,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Rapidash,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Rapidash,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Rapidash,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Rapidash,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Rapidash,7
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Rapidash,10
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Rapidash,16
Flame Wheel,Fire,Physical,60,100%,25,Beauty,2 ♥♥,Rapidash,15
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Rapidash,19
Fire Spin,Fire,Special,15,70%,15,Beauty,0,Rapidash,25
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Rapidash,28
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Rapidash,34
Fire Blast,Fire,Special,120,85%,5,Beauty,2 ♥♥,Rapidash,38
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Rapidash,40
Bounce,Flying,Physical,85,85%,5,Cute,1 ♥,Rapidash,49
Flare Blitz,Fire,Physical,120,100%,15,Smart,2 ♥♥,Rapidash,58
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Cubone,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Cubone,3
Bone Club,Ground,Physical,65,85%,20,Tough,3 ♥♥♥,Cubone,7
Headbutt,Normal,Physical,70,100%,15,Tough,3 ♥♥♥,Cubone,11
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Cubone,13
Focus Energy,Normal,Status,—,—%,30,Cool,0,Cubone,17
Bonemerang,Ground,Physical,50,90%,10,Tough,2 ♥♥,Cubone,21
Rage,Normal,Physical,20,100%,20,Cool,0,Cubone,23
False Swipe,Normal,Physical,40,100%,40,Cool,0,Cubone,27
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Cubone,31
Fling,Dark,Physical,—,100%,10,Tough,1 ♥,Cubone,33
Bone Rush,Ground,Physical,25,80%,10,Tough,2 ♥♥,Cubone,37
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Cubone,41
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Cubone,43
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Marowak,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Marowak,1
Bone Club,Ground,Physical,65,85%,20,Tough,3 ♥♥♥,Marowak,1
Headbutt,Normal,Physical,70,100%,15,Tough,3 ♥♥♥,Marowak,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Marowak,3
Bone Club,Ground,Physical,65,85%,20,Tough,3 ♥♥♥,Marowak,7
Headbutt,Normal,Physical,70,100%,15,Tough,3 ♥♥♥,Marowak,11
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Marowak,13
Focus Energy,Normal,Status,—,—%,30,Cool,0,Marowak,17
Bonemerang,Ground,Physical,50,90%,10,Tough,2 ♥♥,Marowak,21
Rage,Normal,Physical,20,100%,20,Cool,0,Marowak,23
False Swipe,Normal,Physical,40,100%,40,Cool,0,Marowak,27
Thrash,Normal,Physical,90,100%,20,Tough,2 ♥♥,Marowak,33
Fling,Dark,Physical,—,100%,10,Tough,1 ♥,Marowak,37
Bone Rush,Ground,Physical,25,80%,10,Tough,2 ♥♥,Marowak,43
Endeavor,Normal,Physical,—,100%,5,Tough,2 ♥♥,Marowak,49
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Marowak,53
Comet Punch,Normal,Physical,18,85%,15,Tough,2 ♥♥,Kangaskhan,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Kangaskhan,1
Fake Out,Normal,Physical,40,100%,10,Cute,2 ♥♥,Kangaskhan,7
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Kangaskhan,10
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Kangaskhan,13
Mega Punch,Normal,Physical,80,85%,20,Tough,2 ♥♥,Kangaskhan,19
Rage,Normal,Physical,20,100%,20,Cool,0,Kangaskhan,22
Dizzy Punch,Normal,Physical,70,100%,10,Cool,0,Kangaskhan,25
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Kangaskhan,31
Endure,Normal,Status,—,—%,10,Tough,2 ♥♥,Kangaskhan,34
Outrage,Dragon,Physical,120,100%,15,Cool,2 ♥♥,Kangaskhan,37
Double Hit,Normal,Physical,35,90%,10,Smart,2 ♥♥,Kangaskhan,43
Sucker Punch,Dark,Physical,80,100%,5,Smart,2 ♥♥,Kangaskhan,46
Reversal,Fighting,Physical,—,100%,15,Cool,2 ♥♥,Kangaskhan,49
Horn Attack,Normal,Physical,65,100%,25,Cool,3 ♥♥♥,Rhyhorn,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Rhyhorn,1
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Rhyhorn,9
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Rhyhorn,13
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Rhyhorn,21
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Rhyhorn,25
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Rhyhorn,33
Horn Drill,Normal,Physical,—,30%,5,Cool,0,Rhyhorn,37
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Rhyhorn,45
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Rhyhorn,49
Megahorn,Bug,Physical,120,85%,10,Cool,2 ♥♥,Rhyhorn,57
Horn Attack,Normal,Physical,65,100%,25,Cool,3 ♥♥♥,Rhydon,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Rhydon,1
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Rhydon,1
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Rhydon,1
Stomp,Normal,Physical,65,100%,20,Tough,3 ♥♥♥,Rhydon,9
Fury Attack,Normal,Physical,15,85%,20,Cool,2 ♥♥,Rhydon,13
Scary Face,Normal,Status,—,90%,10,Tough,2 ♥♥,Rhydon,21
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Rhydon,25
Take Down,Normal,Physical,90,85%,20,Tough,3 ♥♥♥,Rhydon,33
Horn Drill,Normal,Physical,—,30%,5,Cool,0,Rhydon,37
Hammer Arm,Fighting,Physical,100,90%,10,Cool,2 ♥♥,Rhydon,42
Stone Edge,Rock,Physical,100,80%,5,Tough,2 ♥♥,Rhydon,45
Earthquake,Ground,Physical,100,100%,10,Tough,2 ♥♥,Rhydon,49
Megahorn,Bug,Physical,120,85%,10,Cool,2 ♥♥,Rhydon,57
Peck,Flying,Physical,35,100%,35,Cool,3 ♥♥♥,Murkrow,1
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Murkrow,1
Pursuit,Dark,Physical,40,100%,20,Smart,1 ♥,Murkrow,5
Haze,Ice,Status,—,—%,30,Beauty,2 ♥♥,Murkrow,11
Wing Attack,Flying,Physical,60,100%,35,Cool,3 ♥♥♥,Murkrow,15
Night Shade,Ghost,Special,—,100%,15,Smart,3 ♥♥♥,Murkrow,21
Assurance,Dark,Physical,50,100%,10,Beauty,2 ♥♥,Murkrow,25
Taunt,Dark,Status,—,100%,20,Smart,0,Murkrow,31
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Murkrow,35
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Murkrow,41
Sucker Punch,Dark,Physical,80,100%,5,Smart,2 ♥♥,Murkrow,45
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Houndour,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Houndour,1
Howl,Normal,Status,—,—%,40,Cool,0,Houndour,4
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Houndour,9
Roar,Normal,Status,—,100%,20,Cool,2 ♥♥,Houndour,14
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Houndour,17
Odor Sleuth,Normal,Status,—,—%,40,Smart,1 ♥,Houndour,22
Beat Up,Dark,Physical,10,100%,10,Smart,2 ♥♥,Houndour,27
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Houndour,30
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Houndour,35
Embargo,Dark,Status,—,100%,15,Cute,2 ♥♥,Houndour,40
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Houndour,43
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Houndour,48
Nasty Plot,Dark,Status,—,—%,20,Cute,0,Houndour,53
Thunder Fang,Electric,Physical,65,95%,15,Smart,3 ♥♥♥,Houndoom,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Houndoom,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Houndoom,1
Howl,Normal,Status,—,—%,40,Cool,0,Houndoom,1
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Houndoom,1
Howl,Normal,Status,—,—%,40,Cool,0,Houndoom,4
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Houndoom,9
Roar,Normal,Status,—,100%,20,Cool,2 ♥♥,Houndoom,14
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Houndoom,17
Odor Sleuth,Normal,Status,—,—%,40,Smart,1 ♥,Houndoom,22
Beat Up,Dark,Physical,10,100%,10,Smart,2 ♥♥,Houndoom,28
Fire Fang,Fire,Physical,65,95%,15,Beauty,3 ♥♥♥,Houndoom,32
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Houndoom,38
Embargo,Dark,Status,—,100%,15,Cute,2 ♥♥,Houndoom,44
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Houndoom,48
Crunch,Dark,Physical,80,100%,15,Tough,2 ♥♥,Houndoom,54
Nasty Plot,Dark,Status,—,—%,20,Cute,0,Houndoom,60
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Slugma,1
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Slugma,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Slugma,8
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Slugma,11
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Slugma,16
Recover,Normal,Status,—,—%,10,Smart,0,Slugma,23
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Slugma,26
Amnesia,Psychic,Status,—,—%,20,Cute,0,Slugma,31
Lava Plume,Fire,Special,80,100%,15,Tough,2 ♥♥,Slugma,38
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Slugma,41
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Slugma,46
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Slugma,53
Earth Power,Ground,Special,90,100%,10,Smart,2 ♥♥,Slugma,56
Smog,Poison,Special,20,70%,20,Tough,3 ♥♥♥,Magcargo,1
Yawn,Normal,Status,—,—%,10,Cute,2 ♥♥,Magcargo,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Magcargo,1
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Magcargo,1
Ember,Fire,Special,40,100%,25,Beauty,3 ♥♥♥,Magcargo,8
Rock Throw,Rock,Physical,50,90%,15,Tough,3 ♥♥♥,Magcargo,11
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Magcargo,16
Recover,Normal,Status,—,—%,10,Smart,0,Magcargo,23
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Magcargo,26
Amnesia,Psychic,Status,—,—%,20,Cute,0,Magcargo,31
Lava Plume,Fire,Special,80,100%,15,Tough,2 ♥♥,Magcargo,40
Rock Slide,Rock,Physical,75,90%,10,Tough,3 ♥♥♥,Magcargo,45
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Magcargo,52
Flamethrower,Fire,Special,95,100%,15,Beauty,2 ♥♥,Magcargo,61
Earth Power,Ground,Special,90,100%,10,Smart,2 ♥♥,Magcargo,66
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Sneasel,1
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Sneasel,1
Taunt,Dark,Status,—,100%,20,Smart,0,Sneasel,1
Quick Attack,Normal,Physical,40,100%,30,Cool,2 ♥♥,Sneasel,8
Screech,Normal,Status,—,85%,40,Smart,2 ♥♥,Sneasel,10
Faint Attack,Dark,Physical,60,—%,20,Smart,2 ♥♥,Sneasel,14
Fury Swipes,Normal,Physical,18,80%,15,Tough,2 ♥♥,Sneasel,21
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Sneasel,24
Icy Wind,Ice,Special,55,95%,15,Beauty,2 ♥♥,Sneasel,28
Slash,Normal,Physical,70,100%,20,Cool,3 ♥♥♥,Sneasel,35
Beat Up,Dark,Physical,10,100%,10,Smart,2 ♥♥,Sneasel,38
Metal Claw,Steel,Physical,50,95%,35,Cool,2 ♥♥,Sneasel,42
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Sneasel,49
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Misdreavus,1
Psywave,Psychic,Special,—,80%,15,Smart,3 ♥♥♥,Misdreavus,1
Spite,Ghost,Status,—,100%,10,Tough,2 ♥♥,Misdreavus,5
Astonish,Ghost,Physical,30,100%,15,Smart,3 ♥♥♥,Misdreavus,10
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Misdreavus,14
Mean Look,Normal,Status,—,—%,5,Beauty,2 ♥♥,Misdreavus,19
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Misdreavus,23
Pain Split,Normal,Status,—,—%,20,Smart,2 ♥♥,Misdreavus,28
Payback,Dark,Physical,50,100%,10,Cool,1 ♥,Misdreavus,32
Shadow Ball,Ghost,Special,80,100%,15,Smart,2 ♥♥,Misdreavus,37
Perish Song,Normal,Status,—,—%,5,Beauty,2 ♥♥,Misdreavus,41
Grudge,Ghost,Status,—,—%,5,Tough,2 ♥♥,Misdreavus,46
Power Gem,Rock,Special,70,100%,20,Beauty,3 ♥♥♥,Misdreavus,50
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Porygon,1
Sharpen,Normal,Status,—,—%,30,Cute,0,Porygon,1
Conversion,Normal,Status,—,—%,30,Beauty,1 ♥,Porygon,1
Conversion 2,Normal,Status,—,—%,30,Beauty,1 ♥,Porygon,1
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Porygon,7
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Porygon,12
Recover,Normal,Status,—,—%,10,Smart,0,Porygon,18
Magnet Rise,Electric,Status,—,—%,10,Cute,2 ♥♥,Porygon,23
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Porygon,29
Recycle,Normal,Status,—,—%,10,Smart,0,Porygon,34
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Porygon,40
Lock-On,Normal,Status,—,—%,5,Smart,1 ♥,Porygon,45
Tri Attack,Normal,Special,80,100%,10,Beauty,3 ♥♥♥,Porygon,51
Magic Coat,Psychic,Status,—,—%,15,Beauty,2 ♥♥,Porygon,56
Zap Cannon,Electric,Special,120,50%,5,Cool,2 ♥♥,Porygon,62
Tackle,Normal,Physical,35,95%,35,Tough,3 ♥♥♥,Porygon2,1
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Porygon2,1
Conversion,Normal,Status,—,—%,30,Beauty,1 ♥,Porygon2,1
Conversion 2,Normal,Status,—,—%,30,Beauty,1 ♥,Porygon2,1
Psybeam,Psychic,Special,65,100%,20,Beauty,2 ♥♥,Porygon2,7
Agility,Psychic,Status,—,—%,30,Cool,2 ♥♥,Porygon2,12
Recover,Normal,Status,—,—%,10,Smart,0,Porygon2,18
Magnet Rise,Electric,Status,—,—%,10,Cute,2 ♥♥,Porygon2,23
Signal Beam,Bug,Special,75,100%,15,Beauty,2 ♥♥,Porygon2,29
Recycle,Normal,Status,—,—%,10,Smart,0,Porygon2,34
Discharge,Electric,Special,80,100%,15,Cool,2 ♥♥,Porygon2,40
Lock-On,Normal,Status,—,—%,5,Smart,1 ♥,Porygon2,45
Tri Attack,Normal,Special,80,100%,10,Beauty,3 ♥♥♥,Porygon2,51
Magic Coat,Psychic,Status,—,—%,15,Beauty,2 ♥♥,Porygon2,56
Zap Cannon,Electric,Special,120,50%,5,Cool,2 ♥♥,Porygon2,62
Hyper Beam,Normal,Special,150,90%,5,Cool,2 ♥♥,Porygon2,67
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Chansey,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Chansey,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Chansey,5
Refresh,Normal,Status,—,—%,20,Cute,0,Chansey,9
Softboiled,Normal,Status,—,—%,10,Beauty,0,Chansey,12
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Chansey,16
Minimize,Normal,Status,—,—%,20,Cute,2 ♥♥,Chansey,20
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Chansey,23
Fling,Dark,Physical,—,100%,10,Tough,1 ♥,Chansey,27
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Chansey,31
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Chansey,34
Egg Bomb,Normal,Physical,100,75%,10,Tough,3 ♥♥♥,Chansey,38
Healing Wish,Psychic,Status,—,—%,10,Cute,0,Chansey,42
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Chansey,46
Pound,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Blissey,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Blissey,1
Tail Whip,Normal,Status,—,100%,30,Cute,2 ♥♥,Blissey,5
Refresh,Normal,Status,—,—%,20,Cute,0,Blissey,9
Softboiled,Normal,Status,—,—%,10,Beauty,0,Blissey,12
DoubleSlap,Normal,Physical,15,85%,10,Tough,2 ♥♥,Blissey,16
Minimize,Normal,Status,—,—%,20,Cute,2 ♥♥,Blissey,20
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Blissey,23
Fling,Dark,Physical,—,100%,10,Tough,1 ♥,Blissey,27
Defense Curl,Normal,Status,—,—%,40,Cute,2 ♥♥,Blissey,31
Light Screen,Psychic,Status,—,—%,30,Beauty,2 ♥♥,Blissey,34
Egg Bomb,Normal,Physical,100,75%,10,Tough,3 ♥♥♥,Blissey,38
Healing Wish,Psychic,Status,—,—%,10,Cute,0,Blissey,42
Double-Edge,Normal,Physical,120,100%,15,Tough,0,Blissey,46
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Lapras,1
Growl,Normal,Status,—,100%,40,Cute,2 ♥♥,Lapras,1
Sing,Normal,Status,—,55%,15,Cute,2 ♥♥,Lapras,1
Mist,Ice,Status,—,—%,30,Beauty,2 ♥♥,Lapras,4
Confuse Ray,Ghost,Status,—,100%,10,Smart,2 ♥♥,Lapras,7
Ice Shard,Ice,Physical,40,100%,30,Beauty,2 ♥♥,Lapras,10
Water Pulse,Water,Special,60,100%,20,Beauty,2 ♥♥,Lapras,14
Body Slam,Normal,Physical,85,100%,15,Tough,3 ♥♥♥,Lapras,18
Rain Dance,Water,Status,—,—%,5,Tough,2 ♥♥,Lapras,22
Perish Song,Normal,Status,—,—%,5,Beauty,2 ♥♥,Lapras,27
Ice Beam,Ice,Special,95,100%,10,Beauty,2 ♥♥,Lapras,32
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Lapras,37
Safeguard,Normal,Status,—,—%,25,Beauty,2 ♥♥,Lapras,43
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Lapras,49
Sheer Cold,Ice,Special,—,30%,5,Beauty,0,Lapras,55
Constrict,Normal,Physical,10,100%,35,Tough,0,Omanyte,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Omanyte,1
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Omanyte,7
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Omanyte,10
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Omanyte,16
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Omanyte,19
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Omanyte,25
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Omanyte,28
Protect,Normal,Status,—,—%,10,Cute,0,Omanyte,34
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Omanyte,37
Tickle,Normal,Status,—,100%,20,Cute,2 ♥♥,Omanyte,43
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Omanyte,46
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Omanyte,52
Constrict,Normal,Physical,10,100%,35,Tough,0,Omastar,1
Withdraw,Water,Status,—,—%,40,Cute,2 ♥♥,Omastar,1
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Omastar,1
Bite,Dark,Physical,60,100%,25,Tough,3 ♥♥♥,Omastar,7
Water Gun,Water,Special,40,100%,25,Cute,3 ♥♥♥,Omastar,10
Rollout,Rock,Physical,30,90%,20,Tough,2 ♥♥,Omastar,16
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Omastar,19
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Omastar,25
Brine,Water,Special,65,100%,10,Smart,2 ♥♥,Omastar,28
Protect,Normal,Status,—,—%,10,Cute,0,Omastar,34
AncientPower,Rock,Special,60,100%,5,Tough,2 ♥♥,Omastar,37
Spike Cannon,Normal,Physical,20,100%,15,Cool,2 ♥♥,Omastar,40
Tickle,Normal,Status,—,100%,20,Cute,2 ♥♥,Omastar,48
Rock Blast,Rock,Physical,25,80%,10,Tough,2 ♥♥,Omastar,56
Hydro Pump,Water,Special,120,80%,5,Beauty,2 ♥♥,Omastar,67
Scratch,Normal,Physical,40,100%,35,Tough,3 ♥♥♥,Kabuto,1
Harden,Normal,Status,—,—%,30,Tough,2 ♥♥,Kabuto,1
Absorb,Grass,Special,20,100%,25,Smart,1 ♥,Kabuto,6
Leer,Normal,Status,—,100%,30,Cool,2 ♥♥,Kabuto,11
Mud Shot,Ground,Special,55,95%,15,Tough,2 ♥♥,Kabuto,16
Sand-Attack,Ground,Status,—,100%,15,Cute,2 ♥♥,Kabuto,21
Endure,Normal,Status,—,—%,10,Tough,2 ♥♥,Kabuto,26
Aqua Jet,Water,Physical,40,100%,20,Beauty,2 ♥♥,Kabuto,31
